"komentar","cleaned_text","casefolded","tokens","normalized","stopword_removed","stemmed","cleaned","label"
"paket udah sy terima dengan baik GK ad yg cat msh segel,pengiriman cepat,soal batrei tahan cmn ya itu klau kita aktifin blutot trs yg GK tahan hpnya panas mslhnya data dan blutot aktif,bagus GK mengecewakan Kualitas pengerjaan: bagus","paket udah sy terima dengan baik GK ad yg cat msh segel pengiriman cepat soal batrei tahan cmn ya itu klau kita aktifin blutot trs yg GK tahan hpnya panas mslhnya data dan blutot aktif bagus GK mengecewakan Kualitas pengerjaan bagus","paket udah sy terima dengan baik gk ad yg cat msh segel pengiriman cepat soal batrei tahan cmn ya itu klau kita aktifin blutot trs yg gk tahan hpnya panas mslhnya data dan blutot aktif bagus gk mengecewakan kualitas pengerjaan bagus","['paket', 'udah', 'sy', 'terima', 'dengan', 'baik', 'gk', 'ad', 'yg', 'cat', 'msh', 'segel', 'pengiriman', 'cepat', 'soal', 'batrei', 'tahan', 'cmn', 'ya', 'itu', 'klau', 'kita', 'aktifin', 'blutot', 'trs', 'yg', 'gk', 'tahan', 'hpnya', 'panas', 'mslhnya', 'data', 'dan', 'blutot', 'aktif', 'bagus', 'gk', 'mengecewakan', 'kualitas', 'pengerjaan', 'bagus']","['paket', 'udah', 'sy', 'terima', 'dengan', 'baik', 'tidak', 'ad', 'yang', 'cat', 'msh', 'segel', 'pengiriman', 'cepat', 'soal', 'batrei', 'tahan', 'cmn', 'ya', 'itu', 'klau', 'kita', 'aktifin', 'blutot', 'trs', 'yang', 'tidak', 'tahan', 'hpnya', 'panas', 'mslhnya', 'data', 'dan', 'blutot', 'aktif', 'bagus', 'tidak', 'mengecewakan', 'kualitas', 'pengerjaan', 'bagus']","['paket', 'udah', 'sy', 'terima', 'ad', 'cat', 'msh', 'segel', 'pengiriman', 'cepat', 'batrei', 'tahan', 'cmn', 'klau', 'aktifin', 'blutot', 'trs', 'tahan', 'hpnya', 'panas', 'mslhnya', 'data', 'blutot', 'aktif', 'bagus', 'mengecewakan', 'kualitas', 'pengerjaan', 'bagus']","['paket', 'udah', 'sy', 'terima', 'ad', 'cat', 'msh', 'segel', 'kirim', 'cepat', 'batrei', 'tahan', 'cmn', 'klau', 'aktifin', 'blutot', 'trs', 'tahan', 'hpnya', 'panas', 'mslhnya', 'data', 'blutot', 'aktif', 'bagus', 'kecewa', 'kualitas', 'kerja', 'bagus']","paket udah sy terima ad cat msh segel kirim cepat batrei tahan cmn klau aktifin blutot trs tahan hpnya panas mslhnya data blutot aktif bagus kecewa kualitas kerja bagus",""
"Paket sudah d terima.semoga awet,tampilan bagus","Paket sudah d terima semoga awet tampilan bagus","paket sudah d terima semoga awet tampilan bagus","['paket', 'sudah', 'd', 'terima', 'semoga', 'awet', 'tampilan', 'bagus']","['paket', 'sudah', 'd', 'terima', 'semoga', 'awet', 'tampilan', 'bagus']","['paket', 'terima', 'semoga', 'awet', 'tampilan', 'bagus']","['paket', 'terima', 'moga', 'awet', 'tampil', 'bagus']","paket terima moga awet tampil bagus",""
"Jam nya bagus.. Semua brfungsi .. Mksh","Jam nya bagus Semua brfungsi Mksh","jam nya bagus semua brfungsi mksh","['jam', 'nya', 'bagus', 'semua', 'brfungsi', 'mksh']","['jam', 'nya', 'bagus', 'semua', 'brfungsi', 'makasih']","['jam', 'bagus', 'brfungsi', 'makasih']","['jam', 'bagus', 'brfungsi', 'makasih']","jam bagus brfungsi makasih",""
"Performa: Bagus dan mantap Performa sistem: Mantap bagus sekali Barang bagus dan berfungsi mantap","Performa Bagus dan mantap Performa sistem Mantap bagus sekali Barang bagus dan berfungsi mantap","performa bagus dan mantap performa sistem mantap bagus sekali barang bagus dan berfungsi mantap","['performa', 'bagus', 'dan', 'mantap', 'performa', 'sistem', 'mantap', 'bagus', 'sekali', 'barang', 'bagus', 'dan', 'berfungsi', 'mantap']","['performa', 'bagus', 'dan', 'mantap', 'performa', 'sistem', 'mantap', 'bagus', 'sekali', 'barang', 'bagus', 'dan', 'berfungsi', 'mantap']","['performa', 'bagus', 'mantap', 'performa', 'sistem', 'mantap', 'bagus', 'barang', 'bagus', 'berfungsi', 'mantap']","['performa', 'bagus', 'mantap', 'performa', 'sistem', 'mantap', 'bagus', 'barang', 'bagus', 'fungsi', 'mantap']","performa bagus mantap performa sistem mantap bagus barang bagus fungsi mantap",""
"screen nya pas di tangan saya dgn bb 80 kg, buku panduannya gampang dimengerti, bisa utk semua ponsel, tinggal lihat daya tahan baterainya apakah betul bisa sampe 8 hari. overall 5/5 🩷 oiya, utk varian gold ini tali nya soft pink, nah utk pinggiran screen nya baru gold (tmi).","screen nya pas di tangan saya dgn bb 80 kg buku panduannya gampang dimengerti bisa utk semua ponsel tinggal lihat daya tahan baterainya apakah betul bisa sampe 8 hari overall 5 5 oiya utk varian gold ini tali nya soft pink nah utk pinggiran screen nya baru gold tmi","screen nya pas di tangan saya dgn bb 80 kg buku panduannya gampang dimengerti bisa utk semua ponsel tinggal lihat daya tahan baterainya apakah betul bisa sampe 8 hari overall 5 5 oiya utk varian gold ini tali nya soft pink nah utk pinggiran screen nya baru gold tmi","['screen', 'nya', 'pas', 'di', 'tangan', 'saya', 'dgn', 'bb', '80', 'kg', 'buku', 'panduannya', 'gampang', 'dimengerti', 'bisa', 'utk', 'semua', 'ponsel', 'tinggal', 'lihat', 'daya', 'tahan', 'baterainya', 'apakah', 'betul', 'bisa', 'sampe', '8', 'hari', 'overall', '5', '5', 'oiya', 'utk', 'varian', 'gold', 'ini', 'tali', 'nya', 'soft', 'pink', 'nah', 'utk', 'pinggiran', 'screen', 'nya', 'baru', 'gold', 'tmi']","['screen', 'nya', 'pas', 'di', 'tangan', 'saya', 'dgn', 'bb', '80', 'kg', 'buku', 'panduannya', 'gampang', 'dimengerti', 'bisa', 'utk', 'semua', 'ponsel', 'tinggal', 'lihat', 'daya', 'tahan', 'baterainya', 'apakah', 'betul', 'bisa', 'sampe', '8', 'hari', 'overall', '5', '5', 'oiya', 'utk', 'varian', 'gold', 'ini', 'tali', 'nya', 'soft', 'pink', 'nah', 'utk', 'pinggiran', 'screen', 'nya', 'baru', 'gold', 'tmi']","['screen', 'pas', 'tangan', 'dgn', 'bb', '80', 'kg', 'buku', 'panduannya', 'gampang', 'dimengerti', 'utk', 'ponsel', 'tinggal', 'daya', 'tahan', 'baterainya', 'sampe', '8', 'overall', '5', '5', 'oiya', 'utk', 'varian', 'gold', 'tali', 'soft', 'pink', 'utk', 'pinggiran', 'screen', 'gold', 'tmi']","['screen', 'pas', 'tangan', 'dgn', 'bb', '80', 'kg', 'buku', 'pandu', 'gampang', 'erti', 'utk', 'ponsel', 'tinggal', 'daya', 'tahan', 'baterai', 'sampe', '8', 'overall', '5', '5', 'oiya', 'utk', 'varian', 'gold', 'tali', 'soft', 'pink', 'utk', 'pinggir', 'screen', 'gold', 'tmi']","screen pas tangan dgn bb 80 kg buku pandu gampang erti utk ponsel tinggal daya tahan baterai sampe 8 overall 5 5 oiya utk varian gold tali soft pink utk pinggir screen gold tmi",""
"baguss banget...langsung jatuh hati sama tampilannya💗,packing aman,desainnya simpel tapi elegan, ringan dipakai, dan kelihatan mewah. sejauh ini puas banget, worth it! ✨⌚","baguss banget langsung jatuh hati sama tampilannya packing aman desainnya simpel tapi elegan ringan dipakai dan kelihatan mewah sejauh ini puas banget worth it","baguss banget langsung jatuh hati sama tampilannya packing aman desainnya simpel tapi elegan ringan dipakai dan kelihatan mewah sejauh ini puas banget worth it","['baguss', 'banget', 'langsung', 'jatuh', 'hati', 'sama', 'tampilannya', 'packing', 'aman', 'desainnya', 'simpel', 'tapi', 'elegan', 'ringan', 'dipakai', 'dan', 'kelihatan', 'mewah', 'sejauh', 'ini', 'puas', 'banget', 'worth', 'it']","['baguss', 'banget', 'langsung', 'jatuh', 'hati', 'sama', 'tampilannya', 'packing', 'aman', 'desainnya', 'simpel', 'tapi', 'elegan', 'ringan', 'dipakai', 'dan', 'kelihatan', 'mewah', 'sejauh', 'ini', 'puas', 'banget', 'worth', 'it']","['baguss', 'banget', 'jatuh', 'hati', 'tampilannya', 'packing', 'aman', 'desainnya', 'simpel', 'elegan', 'ringan', 'dipakai', 'mewah', 'puas', 'banget', 'worth', 'it']","['baguss', 'banget', 'jatuh', 'hati', 'tampil', 'packing', 'aman', 'desain', 'simpel', 'elegan', 'ringan', 'pakai', 'mewah', 'puas', 'banget', 'worth', 'it']","baguss banget jatuh hati tampil packing aman desain simpel elegan ringan pakai mewah puas banget worth it",""
"Bagus bgt jamnya,menyala dengan sempurna 😍,pas buat tangan aq yg kecil","Bagus bgt jamnya menyala dengan sempurna pas buat tangan aq yg kecil","bagus bgt jamnya menyala dengan sempurna pas buat tangan aq yg kecil","['bagus', 'bgt', 'jamnya', 'menyala', 'dengan', 'sempurna', 'pas', 'buat', 'tangan', 'aq', 'yg', 'kecil']","['bagus', 'banget', 'jamnya', 'menyala', 'dengan', 'sempurna', 'pas', 'buat', 'tangan', 'aq', 'yang', 'kecil']","['bagus', 'banget', 'jamnya', 'menyala', 'sempurna', 'pas', 'tangan', 'aq']","['bagus', 'banget', 'jam', 'nyala', 'sempurna', 'pas', 'tangan', 'aq']","bagus banget jam nyala sempurna pas tangan aq",""
"barang sdh sampe dengan aman dan selamat kondisi packing rapi tidak ada rusak2nya ...jam tangan dl kondisi baik bagi sesuai ekspektasi","barang sdh sampe dengan aman dan selamat kondisi packing rapi tidak ada rusak2nya jam tangan dl kondisi baik bagi sesuai ekspektasi","barang sdh sampe dengan aman dan selamat kondisi packing rapi tidak ada rusak2nya jam tangan dl kondisi baik bagi sesuai ekspektasi","['barang', 'sdh', 'sampe', 'dengan', 'aman', 'dan', 'selamat', 'kondisi', 'packing', 'rapi', 'tidak', 'ada', 'rusak2nya', 'jam', 'tangan', 'dl', 'kondisi', 'baik', 'bagi', 'sesuai', 'ekspektasi']","['barang', 'sudah', 'sampe', 'dengan', 'aman', 'dan', 'selamat', 'kondisi', 'packing', 'rapi', 'tidak', 'ada', 'rusak2nya', 'jam', 'tangan', 'dl', 'kondisi', 'baik', 'bagi', 'sesuai', 'ekspektasi']","['barang', 'sampe', 'aman', 'selamat', 'kondisi', 'packing', 'rapi', 'rusak2nya', 'jam', 'tangan', 'dl', 'kondisi', 'sesuai', 'ekspektasi']","['barang', 'sampe', 'aman', 'selamat', 'kondisi', 'packing', 'rapi', 'rusak2nya', 'jam', 'tangan', 'dl', 'kondisi', 'sesuai', 'ekspektasi']","barang sampe aman selamat kondisi packing rapi rusak2nya jam tangan dl kondisi sesuai ekspektasi",""
"Kualitas pengerjaan: Baik Fast Respon dan Fast Delivery Produknya Bagus dan Sesuai. Mantap 👍","Kualitas pengerjaan Baik Fast Respon dan Fast Delivery Produknya Bagus dan Sesuai Mantap","kualitas pengerjaan baik fast respon dan fast delivery produknya bagus dan sesuai mantap","['kualitas', 'pengerjaan', 'baik', 'fast', 'respon', 'dan', 'fast', 'delivery', 'produknya', 'bagus', 'dan', 'sesuai', 'mantap']","['kualitas', 'pengerjaan', 'baik', 'fast', 'respon', 'dan', 'fast', 'delivery', 'produknya', 'bagus', 'dan', 'sesuai', 'mantap']","['kualitas', 'pengerjaan', 'fast', 'respon', 'fast', 'delivery', 'produknya', 'bagus', 'sesuai', 'mantap']","['kualitas', 'kerja', 'fast', 'respon', 'fast', 'delivery', 'produk', 'bagus', 'sesuai', 'mantap']","kualitas kerja fast respon fast delivery produk bagus sesuai mantap",""
"Bagus bgt, pachagingnya juga aman bgt, gaes itu garis dari fotoku sendiri ya bukan dari layar jam nya kok","Bagus bgt pachagingnya juga aman bgt gaes itu garis dari fotoku sendiri ya bukan dari layar jam nya kok","bagus bgt pachagingnya juga aman bgt gaes itu garis dari fotoku sendiri ya bukan dari layar jam nya kok","['bagus', 'bgt', 'pachagingnya', 'juga', 'aman', 'bgt', 'gaes', 'itu', 'garis', 'dari', 'fotoku', 'sendiri', 'ya', 'bukan', 'dari', 'layar', 'jam', 'nya', 'kok']","['bagus', 'banget', 'pachagingnya', 'juga', 'aman', 'banget', 'gaes', 'itu', 'garis', 'dari', 'fotoku', 'sendiri', 'ya', 'bukan', 'dari', 'layar', 'jam', 'nya', 'kok']","['bagus', 'banget', 'pachagingnya', 'aman', 'banget', 'gaes', 'garis', 'fotoku', 'layar', 'jam']","['bagus', 'banget', 'pachagingnya', 'aman', 'banget', 'gaes', 'garis', 'foto', 'layar', 'jam']","bagus banget pachagingnya aman banget gaes garis foto layar jam",""
"Performa: Baik Kualitas pengerjaan: Rapi, kemasan dilapisi buble wrap Performa sistem: Langsung connect hp mudah","Performa Baik Kualitas pengerjaan Rapi kemasan dilapisi buble wrap Performa sistem Langsung connect hp mudah","performa baik kualitas pengerjaan rapi kemasan dilapisi buble wrap performa sistem langsung connect hp mudah","['performa', 'baik', 'kualitas', 'pengerjaan', 'rapi', 'kemasan', 'dilapisi', 'buble', 'wrap', 'performa', 'sistem', 'langsung', 'connect', 'hp', 'mudah']","['performa', 'baik', 'kualitas', 'pengerjaan', 'rapi', 'kemasan', 'dilapisi', 'buble', 'wrap', 'performa', 'sistem', 'langsung', 'connect', 'hp', 'mudah']","['performa', 'kualitas', 'pengerjaan', 'rapi', 'kemasan', 'dilapisi', 'buble', 'wrap', 'performa', 'sistem', 'connect', 'hp', 'mudah']","['performa', 'kualitas', 'kerja', 'rapi', 'kemas', 'lapis', 'buble', 'wrap', 'performa', 'sistem', 'connect', 'hp', 'mudah']","performa kualitas kerja rapi kemas lapis buble wrap performa sistem connect hp mudah",""
"sudah diterima dalam keadaan masih tersegel fungsi cash juga lancar","sudah diterima dalam keadaan masih tersegel fungsi cash juga lancar","sudah diterima dalam keadaan masih tersegel fungsi cash juga lancar","['sudah', 'diterima', 'dalam', 'keadaan', 'masih', 'tersegel', 'fungsi', 'cash', 'juga', 'lancar']","['sudah', 'diterima', 'dalam', 'keadaan', 'masih', 'tersegel', 'fungsi', 'cash', 'juga', 'lancar']","['diterima', 'tersegel', 'fungsi', 'cash', 'lancar']","['terima', 'segel', 'fungsi', 'cash', 'lancar']","terima segel fungsi cash lancar",""
"Performa: mantaf sdh 3 hari batre msh 82% Kualitas pengerjaan: tinggal scan langsung tersambung ke HP Performa sistem: tipe se1 lengkap pokok nya...ngak nyesel beli nya👍","Performa mantaf sdh 3 hari batre msh 82 Kualitas pengerjaan tinggal scan langsung tersambung ke HP Performa sistem tipe se1 lengkap pokok nya ngak nyesel beli nya","performa mantaf sdh 3 hari batre msh 82 kualitas pengerjaan tinggal scan langsung tersambung ke hp performa sistem tipe se1 lengkap pokok nya ngak nyesel beli nya","['performa', 'mantaf', 'sdh', '3', 'hari', 'batre', 'msh', '82', 'kualitas', 'pengerjaan', 'tinggal', 'scan', 'langsung', 'tersambung', 'ke', 'hp', 'performa', 'sistem', 'tipe', 'se1', 'lengkap', 'pokok', 'nya', 'ngak', 'nyesel', 'beli', 'nya']","['performa', 'mantaf', 'sudah', '3', 'hari', 'batre', 'msh', '82', 'kualitas', 'pengerjaan', 'tinggal', 'scan', 'langsung', 'tersambung', 'ke', 'hp', 'performa', 'sistem', 'tipe', 'se1', 'lengkap', 'pokok', 'nya', 'ngak', 'nyesel', 'beli', 'nya']","['performa', 'mantaf', '3', 'batre', 'msh', '82', 'kualitas', 'pengerjaan', 'tinggal', 'scan', 'tersambung', 'hp', 'performa', 'sistem', 'tipe', 'se1', 'lengkap', 'pokok', 'ngak', 'nyesel', 'beli']","['performa', 'mantaf', '3', 'batre', 'msh', '82', 'kualitas', 'kerja', 'tinggal', 'scan', 'sambung', 'hp', 'performa', 'sistem', 'tipe', 'se1', 'lengkap', 'pokok', 'ngak', 'nyesel', 'beli']","performa mantaf 3 batre msh 82 kualitas kerja tinggal scan sambung hp performa sistem tipe se1 lengkap pokok ngak nyesel beli",""
"Barangnya lumayan cepet nyampenya, cara ngaturnya juga simple, semoga barangx bertahan lama","Barangnya lumayan cepet nyampenya cara ngaturnya juga simple semoga barangx bertahan lama","barangnya lumayan cepet nyampenya cara ngaturnya juga simple semoga barangx bertahan lama","['barangnya', 'lumayan', 'cepet', 'nyampenya', 'cara', 'ngaturnya', 'juga', 'simple', 'semoga', 'barangx', 'bertahan', 'lama']","['barangnya', 'lumayan', 'cepet', 'nyampenya', 'cara', 'ngaturnya', 'juga', 'simple', 'semoga', 'barangx', 'bertahan', 'lama']","['barangnya', 'lumayan', 'cepet', 'nyampenya', 'ngaturnya', 'simple', 'semoga', 'barangx', 'bertahan']","['barang', 'lumayan', 'cepet', 'nyampenya', 'ngaturnya', 'simple', 'moga', 'barangx', 'tahan']","barang lumayan cepet nyampenya ngaturnya simple moga barangx tahan",""
"Mf ga sempet video unboxing,tp barangnya bagus,untuk ketahanan baterai masih blm di uji,nilai keseluruhan bagus sesuai.","Mf ga sempet video unboxing tp barangnya bagus untuk ketahanan baterai masih blm di uji nilai keseluruhan bagus sesuai","mf ga sempet video unboxing tp barangnya bagus untuk ketahanan baterai masih blm di uji nilai keseluruhan bagus sesuai","['mf', 'ga', 'sempet', 'video', 'unboxing', 'tp', 'barangnya', 'bagus', 'untuk', 'ketahanan', 'baterai', 'masih', 'blm', 'di', 'uji', 'nilai', 'keseluruhan', 'bagus', 'sesuai']","['mf', 'tidak', 'sempet', 'video', 'unboxing', 'tapi', 'barangnya', 'bagus', 'untuk', 'ketahanan', 'baterai', 'masih', 'belum', 'di', 'uji', 'nilai', 'keseluruhan', 'bagus', 'sesuai']","['mf', 'sempet', 'video', 'unboxing', 'barangnya', 'bagus', 'ketahanan', 'baterai', 'uji', 'nilai', 'bagus', 'sesuai']","['mf', 'sempet', 'video', 'unboxing', 'barang', 'bagus', 'tahan', 'baterai', 'uji', 'nilai', 'bagus', 'sesuai']","mf sempet video unboxing barang bagus tahan baterai uji nilai bagus sesuai",""
"Performa sistem: barangnya sesuai bagus juga desainya gak terlalu besar juga,sesuai dengan harganya yang dibawa 200 sudah 600mha batrenya,kerenn deh pokoknya¹","Performa sistem barangnya sesuai bagus juga desainya gak terlalu besar juga sesuai dengan harganya yang dibawa 200 sudah 600mha batrenya kerenn deh pokoknya","performa sistem barangnya sesuai bagus juga desainya gak terlalu besar juga sesuai dengan harganya yang dibawa 200 sudah 600mha batrenya kerenn deh pokoknya","['performa', 'sistem', 'barangnya', 'sesuai', 'bagus', 'juga', 'desainya', 'gak', 'terlalu', 'besar', 'juga', 'sesuai', 'dengan', 'harganya', 'yang', 'dibawa', '200', 'sudah', '600mha', 'batrenya', 'kerenn', 'deh', 'pokoknya']","['performa', 'sistem', 'barangnya', 'sesuai', 'bagus', 'juga', 'desainya', 'tidak', 'terlalu', 'besar', 'juga', 'sesuai', 'dengan', 'harganya', 'yang', 'dibawa', '200', 'sudah', '600mha', 'batrenya', 'kerenn', 'deh', 'pokoknya']","['performa', 'sistem', 'barangnya', 'sesuai', 'bagus', 'desainya', 'sesuai', 'harganya', 'dibawa', '200', '600mha', 'batrenya', 'kerenn', 'deh', 'pokoknya']","['performa', 'sistem', 'barang', 'sesuai', 'bagus', 'desa', 'sesuai', 'harga', 'bawa', '200', '600mha', 'batrenya', 'kerenn', 'deh', 'pokok']","performa sistem barang sesuai bagus desa sesuai harga bawa 200 600mha batrenya kerenn deh pokok",""
"Alhamdulillah sukaaaa, kemaren pesen merk lain ketahanan batreinya cuma sehari yaudah aku retur trus pesen advan. Skrg 2 dipake 2 hari alhamdulillah lancar jaya notifnya masuk. Aku mau masukin ke keranjang kuning. Bismillah","Alhamdulillah sukaaaa kemaren pesen merk lain ketahanan batreinya cuma sehari yaudah aku retur trus pesen advan Skrg 2 dipake 2 hari alhamdulillah lancar jaya notifnya masuk Aku mau masukin ke keranjang kuning Bismillah","alhamdulillah sukaaaa kemaren pesen merk lain ketahanan batreinya cuma sehari yaudah aku retur trus pesen advan skrg 2 dipake 2 hari alhamdulillah lancar jaya notifnya masuk aku mau masukin ke keranjang kuning bismillah","['alhamdulillah', 'sukaaaa', 'kemaren', 'pesen', 'merk', 'lain', 'ketahanan', 'batreinya', 'cuma', 'sehari', 'yaudah', 'aku', 'retur', 'trus', 'pesen', 'advan', 'skrg', '2', 'dipake', '2', 'hari', 'alhamdulillah', 'lancar', 'jaya', 'notifnya', 'masuk', 'aku', 'mau', 'masukin', 'ke', 'keranjang', 'kuning', 'bismillah']","['alhamdulillah', 'sukaaaa', 'kemaren', 'pesen', 'merk', 'lain', 'ketahanan', 'batreinya', 'cuma', 'sehari', 'yaudah', 'aku', 'retur', 'trus', 'pesen', 'advan', 'skrg', '2', 'dipake', '2', 'hari', 'alhamdulillah', 'lancar', 'jaya', 'notifnya', 'masuk', 'aku', 'mau', 'masukin', 'ke', 'keranjang', 'kuning', 'bismillah']","['alhamdulillah', 'sukaaaa', 'kemaren', 'pesen', 'merk', 'ketahanan', 'batreinya', 'sehari', 'yaudah', 'retur', 'trus', 'pesen', 'advan', 'skrg', '2', 'dipake', '2', 'alhamdulillah', 'lancar', 'jaya', 'notifnya', 'masukin', 'keranjang', 'kuning', 'bismillah']","['alhamdulillah', 'sukaaaa', 'kemaren', 'sen', 'merk', 'tahan', 'batreinya', 'hari', 'yaudah', 'retur', 'trus', 'sen', 'advan', 'skrg', '2', 'dipake', '2', 'alhamdulillah', 'lancar', 'jaya', 'notifnya', 'masukin', 'keranjang', 'kuning', 'bismillah']","alhamdulillah sukaaaa kemaren sen merk tahan batreinya hari yaudah retur trus sen advan skrg 2 dipake 2 alhamdulillah lancar jaya notifnya masukin keranjang kuning bismillah",""
"Gokill sih ini, mantap dah pokok nya","Gokill sih ini mantap dah pokok nya","gokill sih ini mantap dah pokok nya","['gokill', 'sih', 'ini', 'mantap', 'dah', 'pokok', 'nya']","['gokill', 'sih', 'ini', 'mantap', 'dah', 'pokok', 'nya']","['gokill', 'sih', 'mantap', 'dah', 'pokok']","['gokill', 'sih', 'mantap', 'dah', 'pokok']","gokill sih mantap dah pokok",""
"Bagus jamnya untuk harga murah dibawah 200k. Cocok untuk tangan cewek karena ga terlalu besar","Bagus jamnya untuk harga murah dibawah 200k Cocok untuk tangan cewek karena ga terlalu besar","bagus jamnya untuk harga murah dibawah 200k cocok untuk tangan cewek karena ga terlalu besar","['bagus', 'jamnya', 'untuk', 'harga', 'murah', 'dibawah', '200k', 'cocok', 'untuk', 'tangan', 'cewek', 'karena', 'ga', 'terlalu', 'besar']","['bagus', 'jamnya', 'untuk', 'harga', 'murah', 'dibawah', '200k', 'cocok', 'untuk', 'tangan', 'cewek', 'karena', 'tidak', 'terlalu', 'besar']","['bagus', 'jamnya', 'harga', 'murah', 'dibawah', '200k', 'cocok', 'tangan', 'cewek']","['bagus', 'jam', 'harga', 'murah', 'bawah', '200k', 'cocok', 'tangan', 'cewek']","bagus jam harga murah bawah 200k cocok tangan cewek",""
"cute bgt desain nya, cocok buat pergelangan tangan yg mungil. udah coba di connect ke hp juga semua sistem nya lancar, semoga awet, thanks advan! 🩷","cute bgt desain nya cocok buat pergelangan tangan yg mungil udah coba di connect ke hp juga semua sistem nya lancar semoga awet thanks advan","cute bgt desain nya cocok buat pergelangan tangan yg mungil udah coba di connect ke hp juga semua sistem nya lancar semoga awet thanks advan","['cute', 'bgt', 'desain', 'nya', 'cocok', 'buat', 'pergelangan', 'tangan', 'yg', 'mungil', 'udah', 'coba', 'di', 'connect', 'ke', 'hp', 'juga', 'semua', 'sistem', 'nya', 'lancar', 'semoga', 'awet', 'thanks', 'advan']","['cute', 'banget', 'desain', 'nya', 'cocok', 'buat', 'pergelangan', 'tangan', 'yang', 'mungil', 'udah', 'coba', 'di', 'connect', 'ke', 'hp', 'juga', 'semua', 'sistem', 'nya', 'lancar', 'semoga', 'awet', 'thanks', 'advan']","['cute', 'banget', 'desain', 'cocok', 'pergelangan', 'tangan', 'mungil', 'udah', 'coba', 'connect', 'hp', 'sistem', 'lancar', 'semoga', 'awet', 'thanks', 'advan']","['cute', 'banget', 'desain', 'cocok', 'gelang', 'tangan', 'mungil', 'udah', 'coba', 'connect', 'hp', 'sistem', 'lancar', 'moga', 'awet', 'thanks', 'advan']","cute banget desain cocok gelang tangan mungil udah coba connect hp sistem lancar moga awet thanks advan",""
